DM_max_cosSim,DM_mean_cosSim,DBOW_max_cosSim,DBOW_mean_cosSim,DM_DBOW_max_cosSim,DM_DBOW_mean_cosSim,Annotation
0.15445,0.00435,0.71118,0.49307,0.33945,0.16488,contradictory
0.24542,0.09467,0.75057,0.65369,0.51626,0.44318,incorrect
0.84611,0.24015,0.69491,0.56933,0.57935,0.51311,correct
0.12123,0.03949,0.12433,0.03815,0.11647,0.03292,correct
0.32263,0.11521,0.5448,0.40942,0.32067,0.23312,correct
0.42353,0.1559,0.70604,0.62345,0.65106,0.48589,correct_but_incomplete
0.232,0.03051,0.74841,0.68043,0.60456,0.36992,incorrect
0.01371,-0.02734,0.47067,0.44869,0.26875,0.14026,incorrect
0.48901,0.29938,0.74979,0.58376,0.60824,0.50215,correct_but_incomplete
0.53276,0.26104,0.61514,0.6032,0.3133,0.28864,correct
0.0708,-0.01774,0.73096,0.59468,0.68731,0.50234,incorrect
0.21232,0.036,0.79698,0.47139,0.22265,0.11562,correct
-0.31526,-0.31526,0.39469,0.39469,0.16933,0.16933,correct
0.05125,0.00035,0.01359,-0.00037,0.01753,-0.0075,incorrect
0.13509,-0.00421,0.70844,0.3756,0.63319,0.23701,correct_but_incomplete
0.174,0.06038,0.65387,0.37928,0.50196,0.28335,contradictory
0.06071,0.04153,0.0584,0.01928,0.05747,0.03714,contradictory
0.03313,0.01242,0.62972,0.56115,0.49287,0.44,correct
0.26532,0.02588,0.55253,0.34154,0.51131,0.27779,incorrect
-0.02842,-0.08237,0.63897,0.53162,0.62063,0.50431,incorrect
0.14596,0.08543,0.63525,0.35174,0.31107,0.20951,correct_but_incomplete
0.45791,0.20394,0.57084,0.40276,0.4496,0.28555,correct
0.06724,0.03646,0.63824,0.4127,0.6381,0.35755,correct_but_incomplete
0.59254,0.31367,0.68631,0.57555,0.59668,0.46891,incorrect
0.10528,0.00049,0.645,0.45733,0.4782,0.28351,correct
0.06551,0.05977,0.68924,0.6832,0.67827,0.6729,incorrect
0.17836,0.17836,0.72289,0.72289,0.52895,0.52895,correct
-0.09299,-0.17656,0.66137,0.63816,0.0487,0.0057,incorrect
0.20233,-0.03896,0.10882,0.02803,0.11452,-0.01039,correct
0.45191,0.45191,0.47935,0.47935,0.35232,0.35232,correct
0.12374,0.00817,0.60787,0.52512,0.60708,0.40607,correct
0.10733,0.06778,0.71652,0.55553,0.64176,0.38012,incorrect
0.06238,0.05262,0.58103,0.4481,0.45937,0.35446,correct
0.19838,-0.02684,0.56901,0.27116,0.49642,0.21926,correct
0.27424,0.04454,0.78029,0.66456,0.64671,0.45432,correct
0.23899,0.10916,0.66651,0.50619,0.44087,0.30287,correct
0.39627,0.20068,0.63484,0.55894,0.62034,0.54508,correct
0.38455,0.09499,0.74315,0.6426,0.62354,0.47294,correct_but_incomplete
0.11545,0.07312,0.11753,0.0531,0.09978,0.06068,correct
0.25325,0.02096,0.45269,0.28837,0.26268,0.16452,correct
0.04352,-0.03084,0.5842,0.5338,0.50221,0.30416,correct
0.40369,0.18697,0.61243,0.45105,0.56893,0.39277,correct_but_incomplete
0.11252,-0.00221,0.19097,0.09156,0.1284,0.0478,correct_but_incomplete
0.43014,0.24939,0.65427,0.50102,0.52149,0.37862,correct_but_incomplete
0.30745,0.05428,0.58736,0.4236,0.38886,0.24562,correct
0.27739,-0.09986,0.6884,0.60321,0.6804,0.55345,contradictory
0.20138,0.06766,0.6261,0.57348,0.47984,0.34985,correct
0.27867,0.27867,0.6387,0.6387,0.47784,0.47784,correct_but_incomplete
0.67557,0.34804,0.73623,0.48519,0.50699,0.28224,correct
0.42068,0.12811,0.6958,0.61834,0.48117,0.34022,correct
0.41748,0.33526,0.58232,0.46904,0.54619,0.45344,correct
0.68788,0.2012,0.51048,0.27148,0.44485,0.2025,correct_but_incomplete
0.17373,0.09746,0.61427,0.43972,0.60889,0.41249,correct
-0.04268,-0.04268,0.00935,0.00935,-0.00335,-0.00335,incorrect
0.02808,-0.10645,0.63494,0.52376,0.57623,0.34765,correct_but_incomplete
0.22337,0.11456,0.42087,0.3923,0.41649,0.32656,incorrect
0.0013,-0.07828,0.63304,0.34418,0.59203,0.26909,correct
0.21275,0.00614,0.71277,0.5979,0.7026,0.53873,correct
0.20029,0.03415,0.71047,0.50027,0.66356,0.35913,incorrect
0.09402,-0.06357,0.60666,0.52479,0.5481,0.38408,correct_but_incomplete
0.07357,-0.01002,0.62301,0.47243,0.46016,0.32568,correct_but_incomplete
0.39251,0.00989,0.72307,0.41845,0.62814,0.37198,correct_but_incomplete
0.23327,0.09732,0.69821,0.40011,0.63746,0.32671,correct
-0.01588,-0.03934,0.59728,0.38625,0.59693,0.33811,correct_but_incomplete
0.85507,0.85507,0.59452,0.59452,0.70643,0.70643,correct_but_incomplete
0.02318,-0.02905,0.64642,0.41434,0.56242,0.37616,correct
0.42413,0.11263,0.45353,0.29298,0.36136,0.24725,correct
0.33128,0.12556,0.71791,0.65746,0.32862,0.2908,correct
0.05177,0.02342,0.66357,0.5487,0.32732,0.21292,incorrect
0.03486,-0.01366,0.66678,0.36948,0.14597,0.10113,incorrect
0.14473,0.01014,0.62649,0.4865,0.37118,0.3075,contradictory
-0.12724,-0.12724,0.32339,0.32339,0.14239,0.14239,correct
0.19793,0.05799,0.46563,0.19924,0.42784,0.14722,correct
0.09737,0.00803,0.74021,0.46986,0.63556,0.23636,incorrect
0.26954,0.08446,0.52913,0.41259,0.52902,0.34301,correct_but_incomplete
0.91702,0.21601,0.75976,0.42408,0.54178,0.11317,correct
0.21374,-0.06378,0.48735,0.1824,0.36121,0.13834,incorrect
0.05381,0.01866,0.3848,0.24356,0.31512,0.1895,incorrect
0.16436,0.02046,0.72436,0.51853,0.1731,0.09981,contradictory
0.4051,0.16312,0.58842,0.36912,0.5572,0.3311,correct
0.00021,-0.05452,0.44573,0.12358,0.40815,0.11339,correct
0.06028,0.02746,0.01335,-0.02378,0.02188,0.0038,correct
0.2206,0.07083,0.72484,0.69501,0.56657,0.29699,correct
0.09449,0.02879,0.6236,0.32227,0.48555,0.2541,correct
0.66649,0.30308,0.62352,0.56825,0.58009,0.5491,correct
0.83335,0.65945,0.91094,0.56816,0.86699,0.53318,correct
0.05303,0.01347,0.43392,0.3819,0.32523,0.24149,correct_but_incomplete
0.63456,0.33384,0.58038,0.3874,0.43396,0.30235,contradictory
0.05844,-0.01236,0.71189,0.60777,0.70897,0.56462,incorrect
0.25694,0.19623,0.71136,0.51741,0.6956,0.49277,correct
0.80411,0.27204,0.73762,0.39636,0.71795,0.39525,correct
0.9659,0.26602,0.74194,0.63881,0.5576,0.501,correct
-0.06196,-0.06196,0.49236,0.49236,0.25016,0.25016,contradictory
0.06979,-0.10747,0.64956,0.52148,0.63273,0.44019,correct_but_incomplete
0.06535,0.00533,0.51443,0.37502,0.49817,0.30604,correct
0.01543,0.01543,0.53411,0.53411,0.51469,0.51469,correct_but_incomplete
0.16328,0.07832,0.82641,0.52024,0.8245,0.41073,contradictory
0.28382,0.12979,0.63152,0.4318,0.53425,0.28238,correct
0.26797,0.07851,0.07414,0.03141,0.19983,0.06864,correct
0.30054,0.2331,0.73159,0.61896,0.61598,0.45538,correct_but_incomplete
0.98721,0.35112,0.03497,-0.00226,0.88784,0.29205,incorrect
0.63475,0.4261,0.70179,0.65058,0.63064,0.54465,correct_but_incomplete
0.31497,0.05862,0.40834,0.26121,0.26259,0.13869,incorrect
0.0488,-0.01153,0.36165,0.30342,0.26679,0.20921,correct_but_incomplete
0.27921,0.0958,0.5706,0.29228,0.50896,0.26145,incorrect
-0.00243,-0.0727,-0.03185,-0.0668,-0.0228,-0.04756,correct
0.23075,0.12109,0.74799,0.54994,0.6902,0.3854,correct
0.07804,-0.11499,0.63025,0.49716,0.62328,0.4918,incorrect
0.09514,-0.08604,-0.01662,-0.05693,0.07433,-0.02854,contradictory
0.19082,0.05258,0.56137,0.36781,0.39261,0.30114,incorrect
0.27108,0.27108,0.39526,0.39526,0.32517,0.32517,incorrect
0.08187,-0.01241,0.12245,0.02561,0.09904,0.01097,correct
-0.00502,-0.01408,0.67445,0.62066,0.63719,0.39287,incorrect
0.15638,-0.0289,0.72777,0.39592,0.69279,0.29767,correct_but_incomplete
0.33096,0.14434,0.62663,0.30725,0.56068,0.2696,correct
0.14478,0.0736,0.56327,0.39666,0.4607,0.28916,correct
0.61209,0.2673,0.68979,0.55154,0.64362,0.37516,contradictory
0.13039,0.03284,0.44697,0.28944,0.36657,0.22334,correct
0.64608,0.28726,0.79886,0.53516,0.72213,0.4761,correct
0.1923,0.07321,0.74102,0.45614,0.32128,0.19244,contradictory
0.31815,0.0147,0.64083,0.42011,0.35933,0.22325,correct
0.32632,0.14082,0.54022,0.45383,0.52143,0.38987,correct
0.58247,0.13422,0.82633,0.59021,0.71692,0.48014,correct
0.08407,-0.02674,0.69765,0.54752,0.42123,0.21064,incorrect
0.12125,0.07816,0.58953,0.43394,0.26768,0.1971,correct_but_incomplete
0.13821,0.12675,0.66957,0.59752,0.58899,0.32563,contradictory
0.23451,-0.03829,0.57231,0.33038,0.35486,0.13634,incorrect
0.62299,0.14243,0.54941,0.44658,0.38958,0.30701,incorrect
0.20654,0.08198,0.69162,0.65784,0.67181,0.34636,correct_but_incomplete
0.15256,0.03919,0.51421,0.45647,0.42431,0.34071,correct_but_incomplete
0.27634,0.08444,0.51165,0.38284,0.45779,0.32947,contradictory
0.17359,-0.0227,0.55603,0.32468,0.55578,0.27021,correct
0.07449,-0.01797,0.45723,0.24947,0.43183,0.24277,correct
0.19309,0.07303,0.61769,0.52243,0.17428,0.11583,correct
0.16368,0.06464,0.53724,0.35019,0.34667,0.18527,incorrect
0.12624,0.12624,0.20549,0.20549,0.17975,0.17975,correct_but_incomplete
0.23159,0.06307,0.76564,0.63689,0.75477,0.60049,correct_but_incomplete
0.05853,0.03198,0.41287,0.38455,0.36326,0.21914,correct_but_incomplete
0.40072,0.05677,0.59123,0.46227,0.54995,0.4151,correct
0.06697,-0.00834,0.57569,0.38488,0.57436,0.3683,contradictory
0.83035,0.21325,0.77182,0.54698,0.76685,0.43553,correct
0.12962,0.00518,0.50453,0.41851,0.46913,0.35324,correct
0.11501,0.04991,0.61821,0.48515,0.43673,0.27485,correct
0.43348,0.14381,0.01236,-0.02729,0.42984,0.12711,correct
0.46125,0.04998,0.5598,0.33012,0.49028,0.21848,contradictory
0.32285,0.06883,0.69266,0.54842,0.25091,0.15973,correct
0.08537,-0.06416,0.6053,0.41001,0.43468,0.21693,correct
0.40775,-0.03905,0.73323,0.54352,0.70477,0.38588,contradictory
0.0099,-0.03151,0.58788,0.46264,0.4122,0.24424,correct
-0.06047,-0.18219,0.55331,0.45946,0.53834,0.34096,contradictory
0.57237,0.25143,0.75838,0.4642,0.72756,0.35764,correct_but_incomplete
0.40877,-0.00373,0.58368,0.4989,0.55668,0.4018,correct
0.11474,0.09708,0.67328,0.60099,0.37953,0.22482,correct_but_incomplete
0.24546,0.14877,0.64867,0.51006,0.62637,0.47026,incorrect
0.28705,0.18749,0.73858,0.69618,0.73466,0.6487,correct_but_incomplete
-0.02635,-0.08168,0.71685,0.5366,0.33227,0.27786,incorrect
0.04838,-0.00149,0.67295,0.50616,0.54094,0.32634,correct_but_incomplete
0.77679,0.29639,0.8109,0.65171,0.70553,0.47814,correct
0.81515,0.21696,0.64251,0.54817,0.67416,0.38323,correct
0.78398,0.28064,0.80439,0.54979,0.46286,0.27874,correct
-0.00139,-0.02162,0.56131,0.41612,0.44122,0.23514,correct
0.21067,0.04263,0.57459,0.36561,0.54477,0.30166,correct
0.32347,0.03573,0.81726,0.524,0.66125,0.38962,correct
0.58399,0.32456,0.609,0.52351,0.59439,0.51234,correct_but_incomplete
0.44322,0.21242,0.61696,0.60961,0.4812,0.46928,correct_but_incomplete
0.19729,0.01941,0.47383,0.3481,0.08918,-0.00968,correct
0.22012,0.03616,0.65201,0.48815,0.51016,0.33737,correct_but_incomplete
0.49208,0.27012,0.61725,0.56605,0.61175,0.55824,correct
0.08771,0.04119,0.70115,0.44259,0.69947,0.40046,incorrect
0.28462,0.18352,0.69366,0.67499,0.66853,0.55556,correct
-0.05037,-0.06295,0.60756,0.57064,0.51977,0.29966,correct
0.11189,0.04976,0.69562,0.36874,0.23734,0.12335,correct
0.42684,0.18667,0.50623,0.47882,0.42569,0.23636,contradictory
0.63785,0.3543,0.66043,0.37601,0.62553,0.38973,correct_but_incomplete
0.60212,0.11682,0.80319,0.60175,0.41632,0.1304,correct_but_incomplete
0.19469,0.07889,0.69626,0.46026,0.69415,0.41564,incorrect
0.48702,0.14875,0.84095,0.59875,0.61872,0.34573,incorrect
0.10222,0.01668,0.56408,0.25912,0.52004,0.19128,correct
0.18537,-0.01817,0.74128,0.45122,0.38899,0.2519,incorrect
0.03914,0.0235,-0.0412,-0.0475,-0.00145,-0.00692,correct_but_incomplete
0.43217,0.24411,0.70208,0.66707,0.59058,0.43036,correct
0.76513,0.23757,0.67417,0.55968,0.58808,0.39761,correct
0.07208,0.00278,0.60873,0.53122,0.53832,0.40455,correct_but_incomplete
0.13503,0.02458,0.03139,-0.0253,0.0527,0.0015,correct
0.22425,0.07651,0.42392,0.20318,0.39595,0.19582,correct_but_incomplete
0.20039,0.00045,0.66348,0.4589,0.53699,0.27784,contradictory
0.07138,0.00087,0.67956,0.45684,0.671,0.36762,correct_but_incomplete
0.31034,0.21356,-0.01334,-0.01727,0.24581,0.14896,correct
0.00129,-0.02873,0.5899,0.47442,0.58951,0.38311,correct_but_incomplete
0.07969,0.03419,0.40449,0.35868,0.3764,0.33408,correct
0.76708,0.26804,0.66474,0.56654,0.58481,0.42521,incorrect
0.1068,-0.03973,0.77718,0.59044,0.73055,0.55321,correct
-0.00678,-0.04564,0.26438,0.10104,0.1674,0.03244,correct
0.15313,0.03733,0.72972,0.58162,0.72098,0.52879,incorrect
0.36017,0.18895,0.60908,0.31621,0.54079,0.2765,correct
0.25146,0.02949,0.75909,0.7041,0.69308,0.62269,incorrect
-0.12795,-0.1741,0.72173,0.66837,0.50812,0.4853,incorrect
0.09732,0.04432,0.6898,0.39788,0.68274,0.37485,correct_but_incomplete
0.27318,0.12047,0.03199,0.0034,0.26805,0.06773,correct_but_incomplete
0.12141,0.07336,0.63906,0.38637,0.63424,0.36346,correct
0.49343,0.21626,-0.01879,-0.04598,0.27941,0.07906,correct
0.18907,0.18907,0.60072,0.60072,0.57206,0.57206,incorrect
0.18362,0.05538,0.36161,0.17811,0.34964,0.14307,incorrect
0.27187,-0.03056,0.72869,0.62614,0.2979,0.24924,correct_but_incomplete
0.03109,-0.06673,0.55344,0.48345,0.48623,0.40685,correct_but_incomplete
0.02154,-0.02737,0.03069,-0.00629,0.02059,-0.01607,correct
-0.06746,-0.16105,0.48559,0.26413,0.33535,0.14367,correct
0.27462,0.04219,0.74827,0.60734,0.69114,0.45683,correct
-0.0527,-0.0527,0.65878,0.65878,0.62838,0.62838,contradictory
0.02596,-0.00589,-0.00565,-0.05612,0.00105,-0.03982,correct_but_incomplete
0.37869,0.14163,0.74561,0.59334,0.73415,0.51722,correct
0.11821,0.00955,0.65282,0.43503,0.56817,0.3656,contradictory
0.09466,-0.00017,0.67113,0.47935,0.62498,0.34844,incorrect
0.40874,0.03974,0.74762,0.60577,0.67774,0.43259,incorrect
0.40201,0.13686,0.64518,0.36782,0.30939,0.1273,incorrect
0.19019,-0.04416,0.54537,0.4365,0.42026,0.32035,incorrect
0.4881,0.20127,0.70942,0.51828,0.55879,0.34823,correct_but_incomplete
0.41144,0.10227,0.62103,0.43458,0.58047,0.35772,incorrect
0.2384,-0.00223,0.6707,0.46468,0.52541,0.22742,incorrect
0.12685,-0.0017,0.45115,0.20728,0.42975,0.19388,contradictory
0.21122,0.21122,0.38385,0.38385,0.24363,0.24363,correct
0.4675,0.15277,0.63725,0.2959,0.60236,0.19482,contradictory
0.22033,0.10868,0.72999,0.51505,0.40403,0.35547,incorrect
0.53413,0.36238,0.5651,0.56016,0.52585,0.37521,correct
-0.10999,-0.13955,0.62947,0.31651,0.3126,0.13108,correct
0.19218,0.11906,0.64335,0.51501,0.6281,0.44068,correct_but_incomplete
0.10851,-0.2071,0.11016,0.05861,0.10248,-0.03774,incorrect
0.59001,0.27717,-0.00721,-0.0308,0.06059,0.02353,correct_but_incomplete
0.06303,0.02351,0.61121,0.55046,0.13649,0.12609,correct
0.29252,0.07201,0.69912,0.49396,0.50177,0.33388,incorrect
0.14393,-0.01986,0.1232,0.04423,0.13075,0.01017,contradictory
0.09476,0.09476,0.6845,0.6845,0.47649,0.47649,correct_but_incomplete
-0.08774,-0.17887,0.73803,0.71589,0.69002,0.65106,contradictory
0.61306,0.10494,0.85108,0.72834,0.82374,0.57124,incorrect
-0.00911,-0.07235,0.48762,0.34299,0.32545,0.15154,contradictory
-0.02816,-0.06625,0.60067,0.3375,0.49483,0.26164,correct
0.1031,0.04095,0.04133,-0.02947,0.06931,0.02055,correct
-0.01268,-0.01268,0.69717,0.69717,0.04182,0.04182,correct
0.00848,-0.07525,0.49724,0.41436,0.42379,0.27481,correct
0.0341,0.02676,0.62418,0.47962,0.56782,0.29292,incorrect
0.10108,-0.08036,0.63236,0.4126,0.62477,0.3138,incorrect
0.23938,0.23938,0.45943,0.45943,0.42871,0.42871,correct
0.18423,0.1419,0.45921,0.27684,0.33225,0.20827,correct_but_incomplete
0.26279,0.04647,0.51316,0.33324,0.45689,0.20579,correct
0.28225,0.20811,0.45666,0.34769,0.34886,0.22974,contradictory
0.3852,0.19839,0.0375,-0.00713,0.10554,0.0408,correct_but_incomplete
0.00426,-0.02534,0.39948,0.30755,0.29191,0.21416,incorrect
0.17885,-0.02491,0.77606,0.58686,0.71785,0.46634,correct_but_incomplete
0.28878,0.07777,0.67616,0.47008,0.29866,0.19973,correct_but_incomplete
0.20731,0.05953,0.41808,0.2705,0.2621,0.10551,correct
-0.00675,-0.0225,0.0822,0.03359,0.02396,-0.00428,incorrect
0.26788,0.10207,0.62337,0.43173,0.39985,0.2988,correct
0.89671,0.44377,0.70353,0.34017,0.6557,0.30015,incorrect
0.28226,0.03911,0.69171,0.51753,0.5173,0.35886,correct_but_incomplete
0.5634,0.2452,0.57838,0.27616,0.56558,0.26296,correct
0.26037,0.07865,0.64864,0.44726,0.59072,0.39925,incorrect
0.35974,0.271,0.76422,0.58941,0.31107,0.27121,correct_but_incomplete
0.1123,-0.02116,0.60885,0.55567,0.29171,0.2521,incorrect
0.22584,0.0862,0.55582,0.29089,0.36546,0.22826,correct_but_incomplete
1.00034,0.18709,0.72446,0.16597,0.82581,0.17031,correct
0.0557,0.0557,0.51492,0.51492,0.50663,0.50663,incorrect
0.10188,0.01245,0.5682,0.51999,0.4178,0.33963,correct_but_incomplete
0.03897,0.01448,0.3524,0.3204,0.34097,0.26251,incorrect
0.23912,-0.0083,0.7275,0.45454,0.32445,0.19809,correct_but_incomplete
0.06782,0.01391,0.0058,-0.03447,0.02585,-0.01327,correct_but_incomplete
0.42888,0.08143,0.65644,0.44828,0.51245,0.19663,correct
0.10627,0.01715,0.55237,0.43888,0.4694,0.41785,incorrect
0.27085,0.27085,-0.02507,-0.02507,0.15636,0.15636,correct_but_incomplete
-0.00254,-0.24205,0.6651,0.39613,0.58431,0.2567,correct
0.07899,0.07899,0.5876,0.5876,0.18976,0.18976,correct_but_incomplete
0.33585,0.1225,0.2987,0.17986,0.31018,0.1748,incorrect
0.60299,0.25718,0.77953,0.53133,0.65925,0.40979,correct
0.14338,0.14338,0.63319,0.63319,0.20352,0.20352,correct_but_incomplete
0.353,0.08713,0.68943,0.60443,0.68769,0.57619,correct
0.0854,0.02638,0.63398,0.44887,0.50834,0.30662,correct
0.11007,0.01414,0.01961,-0.0379,0.03935,-0.00751,contradictory
0.14023,-0.03403,0.59179,0.31035,0.55126,0.26419,contradictory
0.05647,0.00226,0.68345,0.46505,0.58972,0.38764,incorrect
0.26482,0.12507,0.61895,0.55594,0.4694,0.38708,incorrect
0.02456,-0.13455,0.56972,0.42722,0.35579,0.16522,correct
0.03509,-0.02994,0.72962,0.49133,0.69719,0.31087,correct_but_incomplete
0.10459,0.06079,0.66204,0.52585,0.54242,0.41175,correct_but_incomplete
0.06252,0.01535,0.57566,0.37926,0.45197,0.20754,correct
0.50227,0.28375,0.509,0.34062,0.42061,0.30141,correct
0.06315,-0.00099,0.48755,0.36436,0.30902,0.20879,correct
-0.05832,-0.05832,-0.01066,-0.01066,-0.03919,-0.03919,correct_but_incomplete
0.12351,-0.09627,0.69184,0.44205,0.65146,0.30811,incorrect
0.86934,0.40062,0.70329,0.59654,0.68786,0.44857,correct
0.22153,0.07253,0.54486,0.41013,0.30705,0.1707,correct_but_incomplete
0.19951,0.07392,0.7449,0.48926,0.502,0.2775,correct
0.14173,0.11871,0.46672,0.15612,0.41468,0.16343,correct
0.07452,-0.05606,0.67865,0.47261,0.56651,0.37636,incorrect
0.75896,0.34948,0.62841,0.52326,0.57189,0.45787,correct
0.07484,0.00428,0.67344,0.44594,0.63892,0.35821,correct_but_incomplete
0.41108,0.21762,0.72588,0.66234,0.71064,0.59185,correct_but_incomplete
0.40698,0.23008,0.71249,0.5873,0.47003,0.3916,correct_but_incomplete
0.02507,-0.06996,0.8173,0.66011,0.77003,0.53717,incorrect
0.01924,0.01924,0.40029,0.40029,0.32749,0.32749,correct
0.73083,0.26738,0.55468,0.37262,0.54236,0.33205,correct
0.24845,0.08704,0.59089,0.58853,0.3245,0.28368,incorrect
0.1978,-0.04644,0.67375,0.38084,0.41894,0.18803,correct_but_incomplete
0.13776,0.02787,0.55447,0.29213,0.55425,0.21866,contradictory
0.48896,0.14652,0.54473,0.45977,0.51139,0.31738,correct_but_incomplete
0.05137,0.00984,0.77483,0.6907,0.74344,0.63773,incorrect
0.45767,0.17466,0.69475,0.51286,0.64517,0.35398,correct_but_incomplete
0.90575,0.47874,0.79598,0.52491,0.78787,0.47059,incorrect
0.28323,0.04731,0.60159,0.3688,0.60125,0.34797,correct
0.05687,-0.04531,-0.01952,-0.04428,0.02365,-0.04159,incorrect
-0.18525,-0.18525,0.45328,0.45328,0.38053,0.38053,incorrect
0.30292,0.1281,0.70763,0.60464,0.63077,0.5212,correct_but_incomplete
0.10921,0.06419,0.63668,0.58276,0.45861,0.42043,incorrect
0.10234,-0.01701,0.71064,0.61367,0.70233,0.51759,correct_but_incomplete
-0.01469,-0.01469,0.52166,0.52166,0.51365,0.51365,contradictory
0.34002,0.14985,0.81092,0.48062,0.65057,0.31712,correct
0.18172,-0.02293,0.6819,0.36196,0.62287,0.30004,correct
0.46234,0.31393,0.70469,0.28524,0.34887,0.17131,incorrect
0.45853,0.21393,0.72803,0.59142,0.47067,0.36616,correct
0.07946,-0.01651,-0.00595,-0.05583,-0.00875,-0.04239,incorrect
0.01163,-0.02959,0.03662,0.01204,0.02658,-0.01206,incorrect
0.60463,0.3486,0.71963,0.42569,0.7138,0.3532,correct
0.13683,-0.03299,0.7205,0.46775,0.71283,0.44954,correct_but_incomplete
0.1408,0.06934,0.53916,0.45219,0.53805,0.36853,correct_but_incomplete
0.12714,0.08311,0.7077,0.41766,0.61387,0.34875,correct
0.69002,0.25194,0.51283,0.30656,0.58605,0.27346,incorrect
0.10729,-0.17376,0.61988,0.40973,0.57006,0.22694,correct_but_incomplete
0.0301,-0.01338,0.54356,0.42395,0.38771,0.28298,correct
0.30275,0.19994,0.47997,0.33244,0.3515,0.25577,correct
0.50533,0.19214,0.4776,0.2809,0.38137,0.24058,correct_but_incomplete
0.60591,0.16903,0.65197,0.339,0.51582,0.32097,correct
0.60483,0.29234,0.02431,-0.01587,0.43002,0.12668,incorrect
0.35209,0.05637,0.62067,0.41704,0.60605,0.28679,correct
-0.11623,-0.34594,0.59321,0.58754,0.49602,0.36062,incorrect
0.41586,0.18918,0.73351,0.5111,0.6739,0.38213,correct_but_incomplete
0.14325,0.04723,0.78263,0.3469,0.7463,0.3427,correct_but_incomplete
0.15273,0.074,0.71051,0.45562,0.66599,0.31615,correct_but_incomplete
0.25003,0.09861,0.77124,0.6357,0.73662,0.49735,correct
0.12408,0.12408,-0.06011,-0.06011,-0.00906,-0.00906,incorrect
0.19332,0.1208,0.71687,0.62741,0.64206,0.58448,incorrect
0.07154,-0.0419,0.73269,0.54076,0.68565,0.42447,correct
-0.07647,-0.23952,0.52951,0.39825,0.34545,0.07819,correct
0.28071,-0.1081,0.86845,0.56078,0.78412,0.37327,incorrect
0.05245,0.00206,0.64448,0.56563,0.51325,0.49761,correct
0.40325,0.24584,0.60365,0.50745,0.36217,0.32514,correct
0.02027,-0.06708,0.05516,0.00686,0.03627,-0.01578,correct
0.13862,0.04547,0.58684,0.43622,0.56665,0.41203,correct_but_incomplete
0.2722,0.05648,0.67894,0.57143,0.61755,0.47397,incorrect
0.34502,-0.0173,0.62423,0.45473,0.26798,0.03595,correct_but_incomplete
0.03825,-0.00949,0.57184,0.33034,0.49781,0.31179,correct
0.2744,0.12145,0.68959,0.41923,0.28485,0.14992,correct
0.06747,-0.01745,0.67242,0.56197,0.62475,0.42298,correct
0.58151,0.23213,0.66016,0.62655,0.57967,0.44078,correct
0.31704,0.09784,0.62083,0.50008,0.50441,0.4008,correct_but_incomplete
0.06825,0.06825,0.73365,0.73365,0.10168,0.10168,incorrect
0.16736,0.08433,0.77652,0.51869,0.6185,0.29814,incorrect
0.19566,0.05846,0.34359,0.31663,0.24471,0.1984,correct
0.33983,0.13328,0.44601,0.28177,0.44552,0.26201,correct_but_incomplete
0.33184,0.07833,0.83108,0.7192,0.77058,0.68275,correct
0.5093,0.19282,0.59551,0.40066,0.49805,0.28792,correct
0.55747,0.55747,0.61007,0.61007,0.59945,0.59945,correct
0.82387,0.32527,0.76059,0.56219,0.67733,0.38775,correct
0.68816,0.27071,0.70415,0.61236,0.64058,0.44627,correct_but_incomplete
0.05799,-0.02193,0.67954,0.58763,0.46434,0.37698,correct
0.21959,-0.02218,0.77493,0.68035,0.35366,0.29409,correct_but_incomplete
0.60898,0.28895,0.77084,0.4887,0.76503,0.35518,correct
0.73769,0.23021,0.5909,0.53749,0.57523,0.48684,correct
0.38396,0.26975,0.66482,0.44351,0.5222,0.35043,correct
0.20338,0.01206,0.7155,0.40443,0.604,0.37841,correct
0.05833,-0.00544,0.60394,0.2648,0.58559,0.2338,correct
0.59972,0.17262,0.57302,0.41822,0.54852,0.30038,correct
0.07866,0.00998,0.78342,0.47008,0.58927,0.31552,correct_but_incomplete
0.98547,0.15696,0.80314,0.57529,0.75222,0.35371,contradictory
0.59151,0.59151,0.59526,0.59526,0.40244,0.40244,correct
0.4209,0.23549,0.62107,0.4918,0.47327,0.37594,incorrect
0.11448,-0.08912,0.43345,0.37609,0.27273,0.24407,correct
0.13355,0.09844,0.45265,0.43333,0.41246,0.37165,correct
0.34949,0.16406,0.7344,0.51801,0.67533,0.39398,correct
0.05623,0.01664,0.77013,0.61595,0.76818,0.51287,correct_but_incomplete
0.20869,-0.12136,0.65156,0.39018,0.52487,0.20717,correct_but_incomplete
0.06043,-0.09572,0.72531,0.43887,0.66365,0.36265,incorrect
0.34305,0.14103,0.799,0.6782,0.66643,0.5734,correct_but_incomplete
0.08004,0.04484,0.71759,0.53815,0.32584,0.23916,correct
0.42455,0.01451,0.6682,0.32827,0.59582,0.23627,correct
0.00035,-0.03989,0.51258,0.49908,0.51225,0.49806,correct
0.21577,-0.06283,0.50417,0.3437,0.49227,0.25973,incorrect
-0.04992,-0.05785,0.39703,0.25934,0.39369,0.20346,incorrect
0.02349,0.00357,0.68478,0.55516,0.67914,0.4463,correct_but_incomplete
0.72866,0.23015,0.61951,0.2841,0.57725,0.2578,correct
0.28499,0.04036,0.65187,0.36925,0.50951,0.31497,contradictory
