DM_max_cosSim,DM_mean_cosSim,DBOW_max_cosSim,DBOW_mean_cosSim,DM_DBOW_max_cosSim,DM_DBOW_mean_cosSim,Annotation
0.14952,0.01884,0.43415,0.27887,0.32383,0.11784,contradictory
0.22258,0.08421,0.66807,0.5893,0.46716,0.40372,incorrect
0.87114,0.23768,0.57046,0.3604,0.5207,0.2967,correct
0.1296,0.03985,0.139,0.01611,0.134,0.0191,correct
0.23291,0.10102,0.68122,0.4494,0.47537,0.2906,correct
0.41477,0.14275,-0.01912,-0.07227,0.31764,0.06521,correct_but_incomplete
-0.02256,-0.13072,0.74191,0.52585,0.5105,0.3334,incorrect
0.01021,0.00806,-0.07039,-0.07647,-0.01478,-0.03082,incorrect
0.1608,-0.02613,0.75144,0.49486,0.71794,0.38166,correct_but_incomplete
0.46851,0.23688,0.59216,0.3236,0.35117,0.19512,correct
0.15588,0.02683,0.66005,0.55537,0.62954,0.46688,incorrect
0.22914,0.03408,0.77427,0.3613,0.55737,0.24798,correct
-0.29399,-0.29399,0.24782,0.24782,-0.06891,-0.06891,correct
0.07814,-0.01231,0.7058,0.49577,0.65549,0.46015,incorrect
0.16452,0.04421,0.64002,0.37303,0.35748,0.1249,correct_but_incomplete
0.17967,0.06465,0.52756,0.31075,0.42621,0.20938,contradictory
0.10336,0.05854,-0.00508,-0.00728,0.07822,0.03953,contradictory
0.15554,0.10964,0.30075,0.207,0.21119,0.14407,correct
0.32771,0.04504,0.7785,0.51753,0.69626,0.41589,incorrect
0.07195,0.02306,0.77992,0.52231,0.11094,0.05874,incorrect
0.14915,0.03818,0.76822,0.64655,0.2587,0.19445,correct_but_incomplete
0.42137,0.1644,0.52609,0.31873,0.45786,0.21748,correct
0.15023,0.07313,0.61938,0.57418,0.61846,0.40521,correct_but_incomplete
0.61191,0.31905,0.63229,0.49903,0.55755,0.43558,incorrect
0.07819,-0.01312,0.50179,0.38824,0.42149,0.2335,correct
0.11398,0.08664,0.68206,0.62771,0.6721,0.61898,incorrect
0.78559,0.78559,0.52963,0.52963,0.47683,0.47683,correct
0.22799,0.09748,0.63516,0.48783,0.49169,0.40864,incorrect
0.2068,-0.05388,0.74208,0.55799,0.16467,0.0089,correct
0.45177,0.45177,0.28116,0.28116,0.26739,0.26739,correct
0.14961,-0.00648,0.78543,0.61041,0.73159,0.47622,correct
0.09622,0.0566,0.81709,0.67837,0.7647,0.49267,incorrect
0.39376,0.24482,0.4745,0.36602,0.37659,0.34427,correct
0.18467,0.05087,0.45342,0.21965,0.40259,0.17612,correct
0.19571,0.00888,0.71153,0.57663,0.58811,0.5236,correct
0.24578,0.08531,0.49194,0.32361,0.16649,0.05473,correct
0.38811,0.22304,0.74928,0.7393,0.72876,0.72044,correct
0.24734,0.08152,0.69727,0.62784,0.66801,0.55372,correct_but_incomplete
0.00982,-0.01879,0.49562,0.49037,0.43579,0.38236,correct
0.22449,0.00274,0.07006,0.0126,0.05193,-0.00978,correct
0.03159,-0.01203,0.66305,0.45197,0.64506,0.24746,correct
0.39596,0.17179,0.76945,0.69652,0.64447,0.503,correct_but_incomplete
0.10029,-0.00395,0.00205,-0.04821,0.03257,-0.02857,correct_but_incomplete
0.4938,0.26797,0.0507,0.0272,0.29639,0.12165,correct_but_incomplete
0.30993,0.03186,0.55076,0.32408,0.24276,0.13829,correct
0.1905,-0.06058,0.73768,0.48036,0.5542,0.40428,contradictory
0.17264,0.05682,0.80018,0.65806,0.3538,0.21339,correct
0.19261,0.19261,0.42759,0.42759,0.33219,0.33219,correct_but_incomplete
0.67029,0.33824,0.61476,0.36729,0.54453,0.33452,correct
0.47357,0.13251,0.50899,0.35388,0.4544,0.31188,correct
0.2868,0.28246,0.67873,0.35078,0.14614,0.1265,correct
0.14608,0.01248,0.62889,0.30391,0.58691,0.23466,correct_but_incomplete
0.15458,0.11024,0.55595,0.42428,0.54581,0.41823,correct
-0.02792,-0.02792,0.0816,0.0816,0.03086,0.03086,incorrect
0.04016,-0.13223,0.71968,0.63634,0.71516,0.44215,correct_but_incomplete
0.11056,0.05531,0.79359,0.70714,0.61725,0.37042,incorrect
0.24986,0.03566,0.64126,0.38296,0.59866,0.30327,correct
0.0793,-0.00476,0.60943,0.46736,0.57395,0.41385,correct
0.22669,0.01434,0.7175,0.40151,0.69547,0.3365,incorrect
0.14073,-0.08201,0.55722,0.31286,0.51578,0.16058,correct_but_incomplete
0.07235,-0.00418,0.50747,0.38592,0.2589,0.1981,correct_but_incomplete
0.34352,-0.04069,0.61358,0.27892,0.43064,0.2049,correct_but_incomplete
0.4782,0.21758,0.6605,0.56675,0.54749,0.46939,correct
0.09136,0.0156,0.69897,0.40962,0.50033,0.32738,correct_but_incomplete
0.85546,0.85546,0.59014,0.59014,0.3889,0.3889,correct_but_incomplete
0.08671,-0.00024,-0.00449,-0.03549,-0.00731,-0.0256,correct
0.4203,0.13178,0.62832,0.34015,0.62769,0.34724,correct
0.27476,0.08402,0.16819,0.12048,0.25829,0.13666,correct
0.12233,0.08607,0.12233,0.04349,0.12234,0.07849,incorrect
-0.01217,-0.08396,0.54431,0.22458,0.43785,0.18652,incorrect
0.99146,0.57064,0.04928,0.02067,0.94699,0.51858,contradictory
-0.11558,-0.11558,0.37627,0.37627,0.19074,0.19074,correct
0.21013,0.07516,0.62832,0.34888,0.51728,0.22192,correct
0.0235,-0.0272,0.30401,0.22967,0.20008,0.11004,incorrect
0.36034,0.3129,0.6083,0.55145,0.60572,0.48983,correct_but_incomplete
0.85849,0.2231,0.56672,0.33242,0.54814,0.11945,correct
0.09543,-0.09224,0.65871,0.35499,0.59329,0.30871,incorrect
-0.01294,-0.04511,0.01034,0.00601,0.00207,0.00156,incorrect
0.16295,0.06074,0.64245,0.42285,0.56374,0.37823,contradictory
0.40074,0.12999,0.62952,0.3835,0.60613,0.37625,correct
0.09384,0.02012,0.69122,0.39535,0.57363,0.33833,correct
-0.02289,-0.06181,0.67803,0.16657,0.67589,0.21537,correct
0.28558,0.08733,0.61168,0.43416,0.33929,0.27008,correct
0.08381,0.00286,0.09739,0.02917,0.06926,0.01125,correct
0.6849,0.26772,0.74747,0.40985,0.18703,0.10806,correct
0.84119,0.68126,0.35189,0.12459,0.482,0.23537,correct
0.04725,0.02602,0.30631,0.21134,0.23241,0.11472,correct_but_incomplete
0.6319,0.34069,0.69649,0.35284,0.50036,0.34341,contradictory
0.0696,0.01483,0.11096,0.06044,0.08358,0.04215,incorrect
0.23266,0.17083,0.59788,0.25572,0.37114,0.19376,correct
0.81875,0.33403,0.78834,0.60535,0.68158,0.56063,correct
0.9641,0.29708,0.68686,0.5921,0.51244,0.45863,correct
-0.07744,-0.07744,0.65079,0.65079,0.47434,0.47434,contradictory
0.06932,-0.11049,0.23794,0.18385,0.23288,0.14484,correct_but_incomplete
0.04354,-0.036,0.00652,-0.03285,0.02533,-0.03772,correct
0.13614,0.13614,0.50327,0.50327,0.46836,0.46836,correct_but_incomplete
0.08803,0.01329,0.69203,0.53226,0.61432,0.40892,contradictory
0.31549,0.11407,0.74467,0.66653,0.67234,0.44373,correct
0.26603,0.10287,0.05557,0.02904,0.20299,0.08559,correct
0.26788,0.21795,0.7575,0.70501,0.66862,0.52126,correct_but_incomplete
0.98864,0.33734,0.75241,0.62642,0.61447,0.55148,incorrect
0.5916,0.4175,0.67963,0.61997,0.55001,0.47307,correct_but_incomplete
0.2837,0.00637,0.04684,-0.03531,0.1841,-0.01196,incorrect
0.03623,0.00036,0.07955,0.02619,0.05654,0.01731,correct_but_incomplete
0.32449,0.08811,0.61528,0.34585,0.60996,0.2664,incorrect
0.0812,-0.02117,0.03481,-0.01616,0.02158,-0.00769,correct
0.23557,0.10284,0.80579,0.66877,0.65698,0.43566,correct
0.1144,-0.09613,0.58721,0.39492,0.5221,0.36973,incorrect
0.08899,-0.07978,0.71247,0.42616,0.62096,0.30594,contradictory
0.15484,0.03591,0.56797,0.43045,0.42751,0.26835,incorrect
0.35524,0.35524,0.56567,0.56567,0.56011,0.56011,incorrect
0.02406,-0.03206,0.10533,0.00774,0.07363,0.00844,correct
-0.03622,-0.08708,0.59808,0.55161,0.5941,0.35671,incorrect
0.14428,-0.009,0.67979,0.46904,0.62131,0.33513,correct_but_incomplete
0.33427,0.08235,0.61271,0.37602,0.29921,0.13917,correct
0.13002,0.0454,0.57183,0.35076,0.25491,0.16768,correct
0.37901,0.0542,0.40446,0.20587,0.36971,0.19156,contradictory
0.2393,0.09249,0.76801,0.55579,0.74534,0.48857,correct
0.44836,0.1955,0.62598,0.45683,0.58903,0.37404,correct
0.25045,0.08682,0.77078,0.53786,0.64296,0.41155,contradictory
0.37687,0.03611,0.6646,0.45803,0.5276,0.28312,correct
0.30154,0.11601,0.5642,0.49093,0.55017,0.4564,correct
0.47821,0.08673,0.72577,0.55687,0.64237,0.51176,correct
0.16529,0.05534,0.62281,0.3954,0.50589,0.17454,incorrect
0.17674,0.07275,0.51496,0.39577,0.3745,0.23323,correct_but_incomplete
0.11465,0.04008,0.63676,0.56641,0.43957,0.32221,contradictory
0.20344,-0.08067,0.61387,0.26183,0.51275,0.09749,incorrect
0.65001,0.1445,0.60255,0.26071,0.4556,0.2532,incorrect
-0.0189,-0.07474,0.62113,0.55504,0.13887,0.01171,correct_but_incomplete
0.06852,0.05943,0.5015,0.39652,0.40523,0.26129,correct_but_incomplete
0.29185,0.1013,0.63807,0.46502,0.58391,0.36803,contradictory
0.32563,0.02063,0.69197,0.4057,0.69152,0.39658,correct
0.0821,-0.04925,0.50552,0.45101,0.4831,0.44074,correct
0.18622,0.03892,0.35802,0.33891,0.17794,0.06391,correct
0.16848,0.02661,0.64293,0.49421,0.30261,0.21227,incorrect
0.12037,0.12037,0.35073,0.35073,0.30738,0.30738,correct_but_incomplete
0.229,0.11095,0.59785,0.50014,0.57205,0.47051,correct_but_incomplete
0.09019,0.02227,0.74193,0.56443,0.3167,0.26095,correct_but_incomplete
0.41466,0.03995,0.83191,0.59155,0.81577,0.51996,correct
0.00012,-0.05642,0.59934,0.53054,0.52831,0.43488,contradictory
0.83007,0.20773,0.84683,0.47179,0.65656,0.35039,correct
0.10356,-0.00133,0.62423,0.40427,0.44126,0.29313,correct
0.2113,0.11991,0.55815,0.21906,0.3842,0.17409,correct
0.48507,0.1665,0.58512,0.34342,0.3485,0.11504,correct
0.47317,0.05464,0.63064,0.42599,0.51664,0.3516,contradictory
0.30206,0.05312,0.6787,0.57883,0.54574,0.45765,correct
-0.05055,-0.13951,0.62155,0.46696,0.51481,0.24371,correct
0.29638,-0.04134,0.73378,0.6004,0.60981,0.35214,contradictory
-0.02216,-0.10112,0.65635,0.56072,0.5334,0.376,correct
-0.02593,-0.119,0.62139,0.58033,0.49306,0.41832,contradictory
0.61712,0.26724,0.77462,0.54408,0.75875,0.4045,correct_but_incomplete
0.39572,-0.08271,0.57327,0.53683,0.55059,0.49242,correct
0.12079,0.08805,0.60508,0.29838,0.20246,0.11813,correct_but_incomplete
0.32437,0.13141,0.39317,0.29095,0.38094,0.23224,incorrect
0.28233,0.19349,0.73369,0.64384,0.72608,0.5986,correct_but_incomplete
-0.03135,-0.0917,0.32835,0.30204,0.00844,-0.03288,incorrect
0.10468,0.01286,0.4353,0.3633,0.43406,0.23205,correct_but_incomplete
0.79624,0.28901,0.61425,0.44877,0.54601,0.30909,correct
0.8301,0.22236,0.66235,0.4593,0.6471,0.3547,correct
0.77479,0.28144,0.77584,0.45571,0.49911,0.28839,correct
0.06498,0.00398,0.59597,0.44165,0.46872,0.27381,correct
0.1962,0.0084,0.75619,0.57857,0.70289,0.44166,correct
0.21572,0.01725,0.68625,0.32391,0.5915,0.24889,correct
0.57171,0.53744,0.49396,0.48026,0.45873,0.32352,correct_but_incomplete
0.35371,0.1711,0.41468,0.19912,0.13712,0.06289,correct_but_incomplete
0.16818,0.01028,0.00407,-0.03786,0.10489,0.02157,correct
0.28889,0.08989,0.76596,0.49223,0.71833,0.41319,correct_but_incomplete
0.45229,0.23278,0.71287,0.68748,0.70073,0.67463,correct
0.10692,0.07506,0.70351,0.52064,0.69754,0.46056,incorrect
0.22419,0.17901,0.77891,0.65925,0.76832,0.49435,correct
-0.00852,-0.02296,0.7699,0.66234,0.76967,0.47869,correct
0.06288,0.01161,0.55837,0.51282,0.55254,0.38305,correct
0.39873,0.15892,0.73777,0.54094,0.3615,0.30795,contradictory
0.64748,0.38777,0.70312,0.53606,0.24027,0.21532,correct_but_incomplete
0.60973,0.13358,0.74533,0.51619,0.62515,0.40827,correct_but_incomplete
0.10266,0.04551,0.6063,0.53986,0.60509,0.37752,incorrect
0.44149,0.13865,0.72709,0.41882,0.72312,0.29997,incorrect
0.07888,-0.02059,0.70509,0.39227,0.49282,0.30423,correct
0.17743,0.00622,0.61323,0.54225,0.41085,0.23637,incorrect
0.01837,-0.00178,0.02146,-0.00091,0.00496,0.00246,correct_but_incomplete
0.36916,0.21997,0.56801,0.53482,0.47573,0.46513,correct
0.68297,0.21762,0.7866,0.72604,0.75813,0.59884,correct
0.04697,-0.03887,0.41948,0.35126,0.27844,0.26132,correct_but_incomplete
0.01061,-0.0443,0.4441,0.3401,0.25067,0.21597,correct
0.24166,0.09955,0.35209,0.33923,0.31866,0.28565,correct_but_incomplete
0.26425,0.01124,0.60562,0.38006,0.45311,0.25261,contradictory
0.10489,0.01769,0.71477,0.3592,0.70433,0.36766,correct_but_incomplete
0.27837,0.21236,0.56526,0.50829,0.38862,0.2847,correct
0.01184,-0.02467,0.61667,0.52327,0.61127,0.40233,correct_but_incomplete
0.03495,0.03095,0.6009,0.5868,0.57902,0.56601,correct
0.74029,0.26598,0.66803,0.57505,0.56778,0.417,incorrect
0.40918,0.13059,0.6767,0.53293,0.43161,0.29527,correct
0.07373,0.00728,0.65341,0.37977,0.62325,0.33545,correct
0.1427,0.05845,0.70872,0.6331,0.68495,0.46589,incorrect
0.31463,0.17719,0.71313,0.64307,0.68854,0.49204,correct
0.23954,0.04968,0.67957,0.37369,0.34519,0.16739,incorrect
-0.20266,-0.23651,0.59271,0.588,0.51322,0.43958,incorrect
0.10291,-0.01785,0.09711,-0.02353,0.05944,-0.00707,correct_but_incomplete
0.31071,0.13229,0.70685,0.50426,0.2695,0.15835,correct_but_incomplete
0.08288,0.0216,0.68484,0.56086,0.68325,0.44029,correct
0.45671,0.17909,0.42137,0.23839,0.40232,0.16816,correct
0.19723,0.19723,0.48199,0.48199,0.42142,0.42142,incorrect
0.16402,0.03651,0.56121,0.53447,0.53175,0.50602,incorrect
0.30121,0.00652,0.77324,0.52763,0.63393,0.43026,correct_but_incomplete
0.07324,-0.05827,0.46521,0.38552,0.37962,0.30282,correct_but_incomplete
0.05707,-0.03861,0.6919,0.37662,0.60092,0.33865,correct
-0.006,-0.168,0.59121,0.33439,0.45671,0.22844,correct
0.28471,0.03581,0.70113,0.41636,0.6339,0.25498,correct
0.01339,0.01339,0.32171,0.32171,0.23529,0.23529,contradictory
0.10224,0.00502,0.66154,0.39384,0.62517,0.35055,correct_but_incomplete
0.38202,0.08354,0.6394,0.46904,0.63286,0.43105,correct
0.15335,0.05634,0.69493,0.55788,0.56224,0.4546,contradictory
0.08132,0.02232,0.58382,0.27709,0.5779,0.2631,incorrect
0.47388,0.02408,0.65163,0.56571,0.51,0.43312,incorrect
0.37716,0.12472,0.61404,0.37787,0.39819,0.21679,incorrect
0.14223,-0.05662,0.66279,0.53561,0.25809,0.1855,incorrect
0.42017,0.21468,0.68636,0.45467,0.47206,0.31003,correct_but_incomplete
0.45534,0.05272,0.80203,0.59744,0.73213,0.43247,incorrect
0.21363,-0.01116,0.64665,0.42899,0.50105,0.20492,incorrect
0.06809,0.0055,0.52871,0.40821,0.52312,0.3849,contradictory
0.14909,0.14909,0.70237,0.70237,0.50342,0.50342,correct
0.50279,0.18563,0.78941,0.69567,0.72204,0.51812,contradictory
0.21383,0.08724,0.63085,0.28798,0.39588,0.17415,incorrect
0.55166,0.39019,0.30981,0.13489,0.37542,0.20928,correct
-0.07097,-0.12717,0.64288,0.50248,0.47084,0.30098,correct
0.19082,0.11377,0.58029,0.47903,0.56231,0.41662,correct_but_incomplete
0.04637,-0.21488,0.00232,-0.06971,-0.02665,-0.09499,incorrect
0.70886,0.33887,0.75714,0.63959,0.15371,0.0961,correct_but_incomplete
0.10196,0.03949,0.61788,0.46075,0.52886,0.39823,correct
0.27983,0.07019,0.72833,0.5495,0.61819,0.44685,incorrect
0.13588,-0.00394,0.14259,-0.01302,0.06621,-0.00763,contradictory
0.07143,0.07143,0.52813,0.52813,0.30789,0.30789,correct_but_incomplete
0.03742,-0.08417,0.65984,0.64694,0.61934,0.44838,contradictory
0.60072,0.09609,0.73193,0.65194,0.63601,0.49766,incorrect
0.05541,-0.05049,0.65386,0.43675,0.45187,0.24196,contradictory
0.01748,-0.02052,0.57622,0.54781,0.57152,0.54378,correct
-0.00755,-0.03072,0.0171,-0.04204,-0.00197,-0.02491,correct
-0.0377,-0.0377,-0.02659,-0.02659,-0.01828,-0.01828,correct
0.08706,-0.04621,0.53673,0.42573,0.34816,0.23735,correct
0.04943,0.03317,0.67007,0.33936,0.59548,0.30109,incorrect
-0.01912,-0.10363,0.83532,0.50672,0.63162,0.27809,incorrect
0.1968,0.1968,0.28928,0.28928,0.27685,0.27685,correct
0.15231,0.05836,0.48622,0.40187,0.39925,0.26152,correct_but_incomplete
0.29649,0.05997,0.54585,0.44349,0.44108,0.36218,correct
0.2276,0.16121,0.59918,0.35431,0.59878,0.23691,contradictory
0.3529,0.14232,0.75569,0.65204,0.75305,0.59803,correct_but_incomplete
0.01377,-0.05657,0.66526,0.54645,0.63981,0.44516,incorrect
0.27024,0.08976,0.71849,0.49917,0.69055,0.36295,correct_but_incomplete
0.31397,0.05922,0.79153,0.44386,0.24356,0.08704,correct_but_incomplete
0.16607,0.0526,0.55684,0.445,0.36894,0.29258,correct
-0.00121,-0.01604,0.7757,0.44823,0.77046,0.30764,incorrect
0.24298,0.11286,0.70943,0.63239,0.5878,0.26694,correct
0.88784,0.44574,0.64931,0.53511,0.69995,0.5031,incorrect
0.22911,0.01789,0.58984,0.45254,0.43765,0.30158,correct_but_incomplete
0.56763,0.26559,0.79016,0.39888,0.7776,0.38056,correct
0.30235,0.09282,0.69681,0.33286,0.6257,0.27682,incorrect
0.38319,0.28119,0.56127,0.3768,0.46237,0.29178,correct_but_incomplete
0.06449,-0.04469,0.57056,0.47425,0.53065,0.41329,incorrect
0.32378,0.13435,0.5924,0.52516,0.45599,0.24254,correct_but_incomplete
1.0004,0.15572,0.26592,0.02012,0.37249,0.05462,correct
-0.00971,-0.00971,0.04396,0.04396,0.02868,0.02868,incorrect
0.30373,0.12585,0.70492,0.49869,0.31156,0.1611,correct_but_incomplete
0.05897,0.02193,-0.0045,-0.02405,0.01414,0.00047,incorrect
0.23213,0.02453,0.7153,0.4464,0.58071,0.35382,correct_but_incomplete
0.00464,-0.06553,-0.01868,-0.03853,-0.00186,-0.03788,correct_but_incomplete
0.50444,0.10765,0.75953,0.50002,0.61317,0.38107,correct
0.06121,-0.01151,0.65729,0.53896,0.64487,0.45828,incorrect
0.03949,0.03949,0.64045,0.64045,0.40035,0.40035,correct_but_incomplete
-0.02254,-0.21806,0.68667,0.61084,0.62708,0.4069,correct
0.07037,0.07037,0.49509,0.49509,0.05443,0.05443,correct_but_incomplete
0.33037,0.11127,0.45662,0.19728,0.34581,0.11383,incorrect
0.59181,0.25626,0.81997,0.59009,0.6519,0.448,correct
0.14787,0.14787,0.40568,0.40568,0.31704,0.31704,correct_but_incomplete
0.34591,0.08058,0.38915,0.25164,0.29981,0.15731,correct
0.04401,-0.01329,0.10208,0.02656,0.02934,0.00814,correct
0.08087,0.03651,0.17613,0.12539,0.12436,0.07463,contradictory
0.18137,0.00219,0.31198,0.19506,0.31182,0.17123,contradictory
0.1242,-0.0169,0.45351,0.32142,0.28947,0.22193,incorrect
0.22596,0.07888,0.61183,0.50949,0.48065,0.38386,incorrect
-0.08215,-0.15857,0.7434,0.52434,0.64586,0.17099,correct
0.08841,0.01269,0.79041,0.51072,0.71294,0.33431,correct_but_incomplete
0.16501,0.08526,0.59068,0.52249,0.21135,0.16707,correct_but_incomplete
0.06553,-0.02671,0.70859,0.64147,0.19411,0.16349,correct
0.50608,0.25015,0.75948,0.58683,0.66741,0.3732,correct
0.02075,-0.04455,0.69338,0.51349,0.67084,0.4529,correct
0.02491,0.02491,0.02314,0.02314,0.00613,0.00613,correct_but_incomplete
0.10602,-0.07207,0.74009,0.34144,0.62711,0.22066,incorrect
0.4395,0.26537,0.7599,0.5088,0.75709,0.33736,correct
0.26653,0.10353,0.4987,0.34518,0.47858,0.30843,correct_but_incomplete
0.22582,0.07635,0.73969,0.45827,0.71703,0.34509,correct
0.05612,-0.00185,0.57435,0.35226,0.46357,0.31123,correct
0.18932,-0.03469,0.47992,0.33449,0.42452,0.1845,incorrect
0.74831,0.34462,0.36481,0.25798,0.49197,0.28714,correct
0.0351,-0.02477,0.69598,0.44392,0.69576,0.35122,correct_but_incomplete
0.43296,0.27602,0.49077,0.46006,0.42033,0.28383,correct_but_incomplete
0.47153,0.23782,0.60623,0.48478,0.51316,0.34311,correct_but_incomplete
0.07466,-0.00408,0.71631,0.4593,0.54433,0.27485,incorrect
0.07594,0.07594,0.43256,0.43256,0.35246,0.35246,correct
0.68601,0.23675,0.81707,0.51831,0.75955,0.4566,correct
0.23477,0.08591,0.54389,0.49558,0.23528,0.0933,incorrect
0.22054,-0.02697,0.67572,0.44462,0.56102,0.27794,correct_but_incomplete
0.05564,-0.06736,0.68404,0.36568,0.68143,0.27663,contradictory
0.49655,0.18474,0.68277,0.59741,0.44654,0.38204,correct_but_incomplete
0.0142,-0.02454,0.82381,0.74908,0.79955,0.56648,incorrect
0.40503,0.17889,-0.02907,-0.11604,0.26662,0.01482,correct_but_incomplete
0.91417,0.43567,0.74766,0.68521,0.65031,0.61054,incorrect
0.11122,0.00545,0.78555,0.49159,0.78089,0.48377,correct
0.24301,-0.07279,0.62071,0.49387,0.30829,0.2024,incorrect
-0.25801,-0.25801,0.38793,0.38793,0.32328,0.32328,incorrect
0.33904,0.1101,0.73081,0.4994,0.58266,0.44388,correct_but_incomplete
0.10725,0.10624,0.85331,0.73141,0.09628,0.09276,incorrect
0.04564,-0.03791,0.65055,0.34493,0.64414,0.33607,correct_but_incomplete
0.04519,0.04519,0.05674,0.05674,0.04091,0.04091,contradictory
0.11747,0.01569,0.69954,0.56804,0.62612,0.44662,correct
0.17836,-0.02459,0.65568,0.39163,0.56361,0.27634,correct
0.41367,0.30648,0.3456,0.30823,0.41317,0.2149,incorrect
0.26214,0.13077,0.48834,0.47498,0.3084,0.29773,correct
0.00497,-0.06749,0.59741,0.48869,0.59575,0.37832,incorrect
0.08006,0.02709,0.66222,0.55425,0.50845,0.43919,incorrect
0.59624,0.29429,0.04464,0.00498,0.48663,0.16618,correct
0.07663,0.00462,0.55905,0.4572,0.55748,0.39351,correct_but_incomplete
0.15583,0.0942,0.82968,0.5655,0.82945,0.54837,correct_but_incomplete
0.14985,0.11241,0.73993,0.56382,0.61144,0.45936,correct
0.53779,0.20012,0.54182,0.22287,0.44077,0.17613,incorrect
0.08352,-0.09615,0.65739,0.44467,0.61375,0.28863,correct_but_incomplete
0.10555,0.03474,0.72856,0.59139,0.62304,0.55201,correct
0.33094,0.2236,0.649,0.49515,0.54848,0.42437,correct
0.51696,0.17011,0.57089,0.52646,0.42989,0.35331,correct_but_incomplete
0.58143,0.16035,0.05245,-0.05373,0.39922,0.09382,correct
0.79182,0.32077,0.7242,0.53161,0.63196,0.44089,incorrect
0.3905,0.04206,0.7223,0.48479,0.72204,0.43969,correct
-0.27992,-0.41556,0.75451,0.61234,0.63327,0.5301,incorrect
0.38922,0.1462,0.58943,0.39306,0.52556,0.2589,correct_but_incomplete
0.08543,0.0044,0.83399,0.50636,0.81937,0.48884,correct_but_incomplete
0.16087,0.06491,0.71711,0.56015,0.65981,0.40485,correct_but_incomplete
0.25047,0.06436,0.408,0.30225,0.21373,0.09784,correct
-0.0517,-0.0517,0.55852,0.55852,0.55789,0.55789,incorrect
0.1534,0.07282,0.65234,0.60913,0.55859,0.54508,incorrect
0.07852,0.01089,0.63844,0.23687,0.41387,0.13405,correct
-0.05601,-0.25102,0.6311,0.4975,0.40661,0.10364,correct
0.31511,-0.10866,0.78412,0.51596,0.67625,0.28013,incorrect
0.02832,0.00404,0.70068,0.58001,0.36143,0.28028,correct
0.54192,0.25682,0.66219,0.51146,0.56526,0.40782,correct
0.07598,0.0099,0.043,-0.00119,0.04666,6e-05,correct
0.13291,0.02904,0.60548,0.5128,0.31636,0.23303,correct_but_incomplete
0.10961,-0.03274,0.77261,0.57803,0.70037,0.48764,incorrect
0.31873,0.02051,0.76888,0.58303,0.58379,0.38614,correct_but_incomplete
0.0365,0.0142,0.69224,0.52362,0.67268,0.517,correct
0.26692,0.0906,0.43522,0.1254,0.28182,0.0848,correct
0.05624,-0.01196,0.43683,0.34045,0.2998,0.23632,correct
0.58687,0.24494,0.10499,0.07396,0.48652,0.14408,correct
0.31817,0.13733,0.65018,0.47747,0.52787,0.39092,correct_but_incomplete
0.05612,0.05612,0.5874,0.5874,0.06587,0.06587,incorrect
0.18595,0.07209,0.6798,0.57937,0.58305,0.4149,incorrect
0.40335,0.16608,0.61281,0.49133,0.39897,0.33971,correct
0.32905,0.21496,0.67034,0.54069,0.60011,0.49993,correct_but_incomplete
0.29266,0.05146,0.55595,0.45251,0.55542,0.45041,correct
0.45397,0.15909,0.61375,0.4636,0.56784,0.30949,correct
0.56715,0.56715,0.59785,0.59785,0.58202,0.58202,correct
0.81317,0.26834,0.58772,0.38547,0.5061,0.3046,correct
0.68547,0.24865,0.60951,0.4569,0.51357,0.41054,correct_but_incomplete
0.04345,0.01077,0.61797,0.36958,0.46672,0.27498,correct
0.26758,-0.05929,0.56318,0.40178,0.50904,0.35903,correct_but_incomplete
0.47975,0.21749,0.70033,0.4281,0.45825,0.23181,correct
0.77719,0.20736,0.61114,0.40516,0.56341,0.37444,correct
0.23838,0.12549,0.63992,0.40124,0.48841,0.25859,correct
0.18018,0.00734,0.57651,0.4672,0.55169,0.44223,correct
0.08991,0.03143,0.71148,0.51805,0.64873,0.35641,correct
0.62648,0.22473,0.41127,0.32764,0.35227,0.16822,correct
0.0367,-0.04196,0.05948,-0.0268,0.03002,-0.03171,correct_but_incomplete
0.98552,0.15567,0.12753,0.07577,0.92236,0.13796,contradictory
0.61876,0.61876,0.52855,0.52855,0.38988,0.38988,correct
0.38072,0.16975,0.54753,0.37718,0.35126,0.27002,incorrect
-0.07822,-0.21626,0.60128,0.54894,0.41666,0.39806,correct
0.13246,0.1142,0.67223,0.56917,0.19141,0.17253,correct
0.36764,0.15527,0.47972,0.32663,0.44633,0.28642,correct
0.07175,-0.00323,0.71048,0.41595,0.69761,0.41288,correct_but_incomplete
0.24061,-0.13152,0.55418,0.46323,0.46723,0.32751,correct_but_incomplete
-0.02398,-0.15652,0.70933,0.47878,0.64343,0.41701,incorrect
0.32464,0.17137,0.70544,0.56767,0.34735,0.22993,correct_but_incomplete
0.19077,0.07555,0.67231,0.43568,0.50189,0.34086,correct
0.46559,0.06138,0.62533,0.33337,0.47659,0.20768,correct
0.05127,-0.0175,0.50517,0.50298,0.50307,0.50114,correct
0.27549,-0.03762,0.81251,0.54373,0.81223,0.44459,incorrect
0.00261,-0.03357,0.46489,0.22391,0.39041,0.17534,incorrect
0.08229,0.01804,0.45516,0.33979,0.34352,0.2364,correct_but_incomplete
0.67699,0.18705,0.45594,0.19965,0.20033,0.1114,correct
0.32329,0.08924,0.74009,0.37846,0.54346,0.2775,contradictory
